PRODUCTO,TIPO_CARROCERIA,COMBUSTIBLE,Potencia_,TRANS,FORMA_PAGO,ESTADO_CIVIL,GENERO,Campanna1,Campanna2,Campanna3,Zona _Renta,REV_Garantia,Averia_grave,QUEJA_CAC,COSTE_VENTA,km_anno,Mas_1_coche,Revisiones
3,0,0,2,1,0,0,0,0,0,0,2,1,3,0,2,2,0,5
3,0,0,2,1,0,0,1,0,0,0,1,1,3,0,2,2,1,4
3,0,0,2,1,1,0,0,0,0,0,2,0,3,0,3,0,0,6
3,0,0,2,1,0,0,1,0,0,0,0,1,0,0,2,0,1,5
3,0,0,2,1,0,0,1,1,0,0,0,1,3,0,2,0,1,3
3,0,0,2,1,0,3,1,1,0,0,2,1,3,1,3,2,0,4
3,0,0,2,1,0,0,1,0,0,0,0,1,3,0,3,2,0,3
3,0,0,2,1,0,0,1,0,0,0,1,1,2,1,0,2,1,4
3,0,0,2,1,0,0,1,0,0,0,1,1,2,1,0,2,0,10
3,0,0,2,1,0,3,0,0,0,0,0,0,2,1,0,0,1,5
3,0,0,2,1,0,0,1,0,0,0,0,0,2,1,0,0,1,6
3,0,0,2,1,0,0,1,0,0,0,0,1,3,1,0,0,1,9
3,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,7
3,0,0,2,1,0,0,1,0,0,0,0,0,2,1,0,0,1,9
3,0,0,2,1,0,0,1,0,0,0,0,0,3,0,0,0,1,5
3,0,0,2,1,0,0,1,1,0,0,0,1,2,1,0,2,1,5
3,0,0,2,1,2,3,1,0,1,0,0,0,3,0,0,2,0,4
3,0,1,0,1,0,0,0,1,1,0,0,0,2,1,0,0,0,8
3,0,1,0,1,0,0,0,0,0,0,2,0,0,1,0,2,0,9
3,0,1,0,1,3,0,1,1,0,0,0,0,2,1,3,2,1,6
3,0,1,0,1,0,0,1,0,0,0,1,0,3,0,0,2,1,6
3,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,3,1,9
3,0,1,0,1,0,3,1,0,0,0,0,0,2,1,3,0,0,7
3,0,1,0,1,1,0,1,1,1,0,0,0,0,0,3,2,1,7
3,0,1,0,1,0,1,1,1,0,0,1,1,2,1,4,3,0,7
3,0,1,0,1,0,0,1,1,1,0,1,0,2,1,0,2,0,8
3,0,1,0,1,0,0,1,0,0,0,0,0,2,1,2,2,0,7
3,0,1,0,1,0,0,1,0,0,0,0,0,2,1,2,3,1,5
3,0,1,0,1,0,0,1,0,0,0,1,0,2,1,0,3,0,7
3,0,1,0,1,0,0,1,0,1,0,2,0,2,1,3,2,0,7
3,0,1,0,1,0,0,0,1,0,0,0,0,1,1,2,3,1,4
3,0,1,0,1,0,0,1,0,0,0,0,0,0,1,3,2,1,7
3,0,1,0,1,0,0,1,0,1,0,1,0,2,1,2,2,1,8
3,0,1,0,1,0,3,1,0,0,0,1,0,1,1,3,3,1,5
3,0,1,0,1,0,0,1,0,0,0,2,0,0,0,4,0,0,7
3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,2,1,5
3,0,1,0,1,0,0,1,1,0,0,0,0,2,1,2,2,1,4
3,0,1,0,1,0,0,1,0,0,0,1,0,0,0,2,0,0,5
3,0,1,0,1,0,0,1,0,0,0,0,0,2,1,0,3,1,8
3,0,1,0,1,1,3,1,0,0,0,2,1,1,0,3,3,0,4
3,0,1,0,1,0,0,0,0,0,0,1,0,1,0,3,2,1,4
3,0,1,0,1,0,0,1,0,1,0,2,0,2,1,3,2,0,5
3,0,1,0,1,0,0,1,0,1,0,2,0,0,0,0,2,0,3
3,0,1,0,1,3,0,1,0,0,0,0,1,3,0,2,3,1,7
3,0,1,0,1,3,0,1,0,0,0,2,0,2,1,2,2,0,8
3,0,1,0,1,0,0,1,0,0,0,1,0,2,1,4,2,1,6
3,0,1,0,1,3,0,1,0,1,0,2,0,1,0,3,2,0,7
3,0,1,0,1,3,0,1,0,0,0,0,0,1,1,3,3,1,4
3,0,1,0,1,0,0,0,1,0,0,0,1,2,1,4,3,1,4
3,0,1,0,1,0,0,1,0,0,0,2,0,2,1,3,2,0,5
3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,3
3,0,1,0,1,3,0,1,0,1,0,0,0,2,1,3,3,0,3
3,0,1,0,1,3,0,0,0,0,0,1,1,1,0,3,2,0,3
3,0,1,0,1,1,3,1,0,0,0,1,0,0,0,3,3,0,4
3,0,1,0,1,0,0,1,0,0,0,3,0,2,1,4,3,1,3
3,0,1,0,1,1,3,1,0,0,0,0,1,3,0,4,4,1,0
3,0,1,0,1,0,0,1,1,0,0,2,1,1,0,3,2,0,7
3,0,1,2,1,0,0,1,0,0,0,0,1,2,1,3,0,1,4
3,0,1,2,1,0,0,1,0,0,0,1,0,2,1,0,3,0,8
3,0,1,2,1,0,0,1,0,0,0,1,0,2,1,2,2,1,4
3,0,1,2,1,3,0,1,1,0,0,2,1,2,1,0,3,0,7
3,0,1,2,1,0,0,1,0,0,0,0,1,1,0,0,0,0,5
3,0,1,2,1,0,0,1,1,0,0,1,0,1,1,0,3,0,4
3,0,1,2,1,3,0,1,0,0,0,2,1,0,0,0,2,0,4
3,0,1,2,1,3,3,1,1,0,0,3,1,2,1,0,2,0,4
3,0,1,2,1,0,0,0,0,1,0,0,0,2,1,0,3,1,4
3,0,1,2,1,0,3,1,0,0,0,2,0,3,0,0,2,0,7
3,0,1,2,1,0,0,1,0,1,0,1,0,1,0,2,2,0,7
3,0,1,2,1,0,3,1,0,0,0,2,0,1,0,2,0,0,4
3,0,1,2,1,0,0,1,1,0,0,1,1,0,0,2,2,1,7
3,0,1,2,1,0,0,0,0,0,0,0,0,2,1,0,2,1,7
3,0,1,2,1,0,3,1,0,0,0,0,0,2,1,0,2,1,4
3,0,1,2,1,0,3,1,0,0,0,2,0,2,1,0,2,0,4
3,0,1,2,1,0,0,1,1,0,0,1,0,2,1,0,3,1,7
3,0,1,2,1,0,0,1,0,0,0,1,0,1,0,0,2,0,5
3,0,1,2,1,0,0,1,0,0,0,2,1,2,1,0,3,0,7
3,0,1,2,1,0,0,1,1,0,0,2,0,2,1,0,4,0,5
3,0,1,2,1,3,0,1,1,0,0,3,1,2,1,0,2,0,7
3,0,1,2,1,3,3,0,0,0,0,1,0,2,1,0,2,1,9
3,0,1,2,1,3,0,1,1,0,0,2,1,2,1,0,2,0,9
3,0,1,2,1,0,0,1,0,0,0,1,0,0,0,0,2,0,7
3,0,1,2,1,0,2,1,1,0,0,2,0,1,1,2,2,0,7
3,0,1,2,1,0,3,1,0,0,0,2,0,2,1,0,0,0,4
3,0,1,2,1,0,0,1,1,0,0,0,0,1,1,0,2,1,9
3,0,1,2,1,2,0,1,0,0,0,2,0,2,1,0,3,0,7
3,0,1,2,1,0,0,1,0,0,0,2,0,2,1,0,3,0,4
3,0,1,2,1,0,3,1,0,0,0,0,1,2,1,0,2,1,9
3,0,1,2,1,0,3,1,0,0,0,3,1,1,0,0,3,0,9
3,0,1,2,1,0,0,0,0,0,0,2,1,2,1,0,2,0,4
3,0,1,2,1,0,3,1,1,0,0,2,1,2,1,0,2,0,8
3,0,1,2,1,0,0,1,1,0,0,1,0,0,0,0,2,0,9
3,0,1,2,1,3,0,0,0,0,0,1,0,2,1,0,2,0,8
3,0,1,2,1,0,0,0,0,1,0,0,0,2,1,0,0,0,4
3,0,1,2,1,0,0,1,1,0,0,0,0,2,1,0,2,0,7
3,0,1,2,1,3,0,1,0,0,0,2,0,2,1,0,2,1,9
3,0,1,2,1,2,3,1,0,0,0,1,0,1,1,0,2,1,5
3,0,1,2,1,0,0,1,1,0,0,1,0,2,1,0,0,0,9
3,0,1,2,1,0,0,1,1,0,0,3,0,2,1,0,2,0,4
3,0,1,2,1,0,0,1,1,0,0,3,0,0,0,0,2,0,7
3,0,1,2,1,2,0,1,0,0,0,1,0,0,0,0,2,0,8
3,0,1,2,1,3,0,1,0,0,0,0,0,0,1,0,3,1,4
3,0,1,2,1,0,0,1,0,0,0,0,0,2,1,0,2,0,7
3,0,1,2,1,0,0,1,0,1,0,2,0,2,1,0,0,0,4
3,0,1,2,1,0,3,1,0,0,0,0,0,2,1,0,3,0,4
3,0,1,2,1,0,0,1,0,1,0,1,0,1,1,0,3,1,5
3,0,1,2,1,0,0,0,1,0,0,1,1,2,1,0,0,1,7
3,0,1,2,1,0,0,1,1,0,0,1,0,2,1,0,2,1,6
3,0,1,2,1,0,0,1,1,0,0,2,1,0,0,0,2,0,4
3,0,1,2,1,0,0,1,1,0,0,3,1,2,1,0,3,0,8
3,0,1,2,1,0,0,1,0,0,0,2,1,2,1,0,2,0,6
3,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,2,0,4
3,0,1,2,1,0,0,1,0,0,0,0,0,2,1,0,3,0,8
3,0,1,2,1,0,3,1,1,0,0,1,1,0,0,0,3,1,4
3,0,1,2,1,3,0,0,1,0,0,0,0,2,1,0,0,1,6
3,0,1,2,1,0,0,1,0,0,0,2,0,2,1,0,2,0,7
3,0,1,2,1,0,0,1,0,0,0,2,1,2,1,0,0,0,7
3,0,1,2,1,0,0,1,0,1,0,0,0,2,1,0,2,1,7
3,0,1,2,1,3,3,1,0,0,0,1,0,0,0,0,2,0,8
3,0,1,2,1,0,0,1,0,0,0,3,0,2,1,0,3,0,9
3,0,1,2,1,0,0,1,0,0,0,1,0,2,1,0,2,1,5
3,0,1,2,1,0,3,1,0,0,0,1,0,1,0,0,3,1,7
3,0,1,2,1,0,0,1,1,0,0,2,0,0,1,3,4,0,3
3,0,1,2,1,0,0,1,0,0,0,2,0,2,1,0,2,0,6
3,0,1,2,1,0,3,0,0,0,0,0,0,2,1,2,3,0,4
3,0,1,2,1,0,0,1,1,0,0,3,0,2,1,0,3,0,10
3,0,1,2,1,3,0,0,0,0,0,1,0,2,1,0,3,0,7
3,0,1,2,1,0,0,1,0,0,0,3,0,2,1,0,2,0,10
3,0,1,2,1,0,3,1,1,0,0,1,0,2,1,0,3,0,7
3,0,1,2,1,3,0,1,1,0,0,1,1,2,1,0,3,1,8
3,0,1,2,1,0,0,0,1,0,0,0,1,2,1,0,2,0,9
3,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,2,1,8
3,0,1,2,1,0,3,1,0,0,0,0,0,0,0,0,3,0,7
3,0,1,2,1,0,3,1,0,0,0,2,1,2,1,0,4,0,7
3,0,1,2,1,0,3,1,1,0,0,2,1,2,1,3,3,0,6
3,0,1,2,1,0,0,1,1,0,0,1,0,2,1,0,0,0,4
3,0,1,2,1,0,0,0,1,0,0,3,1,0,0,0,3,0,7
3,0,1,2,1,0,0,1,1,0,0,3,1,2,1,0,2,0,4
3,0,1,2,1,0,0,1,1,1,0,0,0,0,0,0,2,1,4
3,0,1,2,1,0,0,1,0,0,0,1,0,2,1,0,3,1,9
3,0,1,2,1,0,0,1,1,0,0,1,0,3,0,0,2,0,5
3,0,1,2,1,0,0,1,0,0,0,3,1,1,0,0,3,0,9
3,0,1,2,1,0,0,1,0,0,0,2,1,2,1,0,0,0,7
3,0,1,2,1,0,3,1,0,1,0,0,0,2,1,0,0,1,7
3,0,1,2,1,3,3,1,0,0,0,0,0,2,1,0,2,0,4
3,0,0,2,1,2,0,1,1,0,0,0,0,3,0,0,2,1,7
3,0,0,2,1,0,0,0,1,0,0,1,0,2,1,0,2,0,7
3,0,0,2,1,0,0,1,0,0,0,2,0,3,0,0,2,0,9
3,0,0,2,1,0,0,1,0,0,0,0,0,2,1,0,2,1,4
3,0,0,2,1,0,0,1,0,0,0,0,0,2,1,0,2,1,8
3,0,0,2,1,0,0,0,0,0,0,1,0,3,0,0,0,0,8
3,0,0,2,1,0,0,1,0,0,0,1,0,3,0,0,2,1,7
3,0,0,2,1,0,1,0,1,0,0,3,1,3,0,0,2,0,4
3,0,0,2,1,0,0,1,1,0,0,0,1,3,0,0,0,1,8
3,0,0,2,1,0,0,1,0,0,0,0,0,2,1,0,2,1,5
3,0,0,2,1,0,3,1,1,0,0,1,0,3,0,3,0,1,8
3,0,0,2,1,0,0,1,0,0,0,2,0,3,0,0,0,0,4
3,0,0,2,1,0,3,1,0,0,0,1,0,3,0,0,3,0,8
3,0,0,2,1,3,0,1,1,0,0,0,1,3,0,0,0,1,7
3,0,0,2,1,0,0,1,0,0,0,1,0,3,1,2,2,1,8
3,0,0,2,1,3,0,0,0,0,0,0,1,3,0,0,3,0,5
3,0,0,2,1,2,3,1,1,0,0,1,0,2,1,0,2,0,9
3,0,0,2,1,0,0,1,1,0,0,1,0,2,1,0,2,0,9
3,0,0,2,1,3,3,1,0,0,0,0,1,3,0,0,2,0,6
3,0,0,2,1,0,0,1,0,0,0,0,0,2,1,0,0,1,9
3,0,0,2,0,0,0,1,0,1,0,3,0,2,1,0,0,0,4
3,0,0,2,0,0,0,1,0,1,0,0,0,3,1,0,2,1,4
3,0,0,0,1,0,0,1,0,0,0,1,0,2,1,0,0,0,7
3,0,0,0,1,0,3,1,0,0,0,2,0,3,0,0,2,0,7
3,0,0,0,1,0,0,1,1,0,0,0,0,3,0,0,0,1,9
3,0,0,0,1,0,0,1,0,0,0,1,0,2,1,0,2,1,4
3,0,0,0,1,0,0,1,0,0,0,0,1,3,0,0,3,0,4
3,0,0,0,1,0,3,1,0,0,0,1,0,3,0,3,0,0,4
3,0,0,0,1,0,0,1,1,0,0,0,1,3,0,0,2,1,5
3,0,0,0,1,0,0,1,1,0,0,3,1,2,1,0,0,0,9
3,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,0,1,6
3,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,0,1,10
3,0,0,0,1,0,3,1,0,0,0,0,0,2,1,0,2,1,5
3,0,0,0,1,0,0,1,1,0,0,1,1,2,1,2,3,1,7
3,7,1,0,1,3,0,1,0,0,0,1,1,0,1,0,3,1,4
3,7,1,0,1,3,3,0,0,1,0,2,0,2,1,3,3,0,6
3,7,1,0,1,0,0,1,1,0,0,0,0,2,1,3,2,1,7
3,7,1,0,1,0,0,1,0,0,0,0,0,2,1,0,3,1,8
3,7,1,0,1,0,0,1,0,0,0,1,0,2,1,0,2,1,5
3,7,1,0,1,0,3,0,0,0,0,1,0,0,0,3,3,1,4
3,7,1,0,1,0,0,0,0,1,0,1,0,2,1,3,2,0,6
3,7,1,0,1,0,3,1,0,0,0,0,0,2,1,3,2,1,4
3,7,1,2,1,0,0,0,1,0,0,3,0,2,1,0,2,0,7
3,7,1,2,1,0,0,1,0,0,0,0,0,2,1,0,2,0,5
3,7,1,2,1,2,0,1,1,0,0,3,0,1,0,0,3,0,4
3,7,1,2,1,0,0,1,0,0,0,1,0,2,1,0,3,0,5
3,7,1,2,1,0,0,1,0,0,0,2,1,2,1,0,4,0,7
3,7,1,2,1,0,0,0,1,0,0,1,1,0,1,0,2,0,9
3,7,1,2,1,0,0,1,1,0,0,0,1,2,1,0,3,1,4
3,7,1,2,1,0,0,1,0,0,0,2,1,0,1,0,0,0,4
3,7,1,2,1,0,0,1,0,0,0,0,0,2,1,0,2,0,6
3,7,0,2,1,0,0,0,1,0,0,0,0,3,0,0,3,1,5
3,7,0,2,1,3,0,1,0,0,0,0,0,0,1,0,2,1,5
3,7,0,2,1,0,0,1,0,0,0,1,0,3,0,0,0,1,8
3,7,0,2,1,0,0,0,1,1,0,0,0,3,0,3,2,1,4
3,7,0,2,1,0,0,0,0,0,0,0,0,3,0,0,2,1,5
3,7,0,2,1,0,0,1,0,0,0,1,0,2,1,2,2,1,4
3,7,0,2,1,0,0,1,0,0,0,1,1,3,0,0,2,0,4
3,5,1,2,1,0,0,1,0,0,0,0,0,2,1,3,0,1,6
3,5,1,2,1,3,0,1,1,0,0,0,1,2,1,4,2,0,3
3,5,1,2,1,0,0,0,0,1,0,3,0,2,1,4,0,0,3
3,5,0,0,1,0,0,1,1,0,0,1,0,3,1,3,0,0,7
3,5,0,0,1,0,0,1,0,1,0,2,0,3,0,3,0,0,4
3,0,0,2,1,1,0,1,0,0,0,2,1,3,0,3,2,0,4
3,0,0,2,1,3,0,1,0,1,0,0,0,3,0,4,2,1,3
3,0,0,2,1,0,0,1,0,0,0,0,0,3,0,2,2,1,6
3,0,0,2,1,0,0,1,1,0,0,1,1,3,0,3,2,0,3
3,0,0,2,1,0,3,1,0,1,0,2,0,3,0,3,0,0,4
3,0,0,2,1,0,0,1,0,0,0,1,0,3,0,3,2,0,2
3,0,0,2,1,2,0,1,0,0,0,0,1,2,1,4,3,1,2
3,0,0,2,1,2,1,1,0,0,0,3,0,3,1,3,0,0,3
3,0,0,2,1,1,0,1,0,1,0,1,0,3,0,3,3,1,2
3,0,0,2,1,0,0,1,0,1,0,1,0,3,0,4,2,0,5
3,0,0,2,1,0,0,1,1,1,0,0,1,2,1,3,2,1,5
3,0,0,2,1,0,0,0,0,0,0,0,1,3,0,3,0,1,2
3,0,1,0,1,0,0,1,1,0,0,1,1,2,1,2,3,0,4
3,0,1,0,1,0,0,0,0,1,0,2,0,2,1,2,2,0,4
3,0,1,0,1,0,0,1,0,1,0,1,0,1,0,2,3,0,7
3,0,1,0,1,1,3,1,0,0,0,1,0,2,1,4,2,0,5
3,0,1,0,1,0,0,1,0,0,0,0,1,2,1,3,4,1,6
3,0,1,0,1,1,0,1,0,1,0,2,0,2,1,3,2,0,3
3,0,1,0,1,1,0,1,0,0,0,2,0,2,1,3,4,1,6
3,0,1,0,1,0,0,1,0,1,0,0,0,0,0,2,2,1,3
3,0,1,0,1,0,0,1,0,1,0,0,0,2,1,4,2,1,6
3,0,1,0,1,1,0,0,0,1,0,0,0,2,1,3,3,1,5
3,0,1,0,1,0,0,1,1,0,0,2,1,2,1,3,2,0,6
3,0,1,0,1,0,0,1,1,0,0,1,1,0,0,3,4,1,4
3,0,1,0,1,0,0,1,1,1,0,0,1,1,0,3,2,1,4
3,0,1,0,1,0,3,1,0,1,0,1,0,2,1,2,2,1,5
3,0,1,0,1,0,0,1,0,0,0,3,1,1,0,4,0,1,4
3,0,1,0,1,1,3,1,0,0,0,2,1,2,1,3,2,0,4
3,0,1,0,1,0,0,0,0,1,0,0,1,2,1,4,0,1,4
3,0,1,0,1,0,0,1,1,1,0,0,1,2,1,4,4,1,1
3,0,1,0,1,0,0,1,0,0,0,1,0,1,0,3,2,1,4
3,0,1,0,1,0,0,1,0,0,0,0,1,0,1,3,3,1,4
3,0,1,0,1,0,0,0,0,1,0,1,1,2,1,4,2,1,4
3,0,1,0,1,0,0,1,1,1,0,1,1,2,1,3,2,1,3
3,0,1,2,1,0,0,1,0,0,0,0,0,1,0,2,2,1,7
3,0,1,2,1,0,3,1,0,0,0,1,1,0,0,4,2,0,4
3,0,1,2,1,3,3,1,1,0,0,2,0,2,1,4,4,1,6
3,0,1,2,1,0,0,1,0,0,0,0,1,0,0,3,3,0,6
3,0,1,2,1,1,1,0,1,1,0,0,1,2,1,3,3,0,4
3,0,1,2,1,1,3,1,0,0,0,3,0,3,0,3,2,0,7
3,0,1,2,1,0,0,0,0,0,0,0,1,2,1,4,4,1,0
3,0,1,2,1,0,0,1,0,1,0,1,0,2,1,3,0,0,6
3,0,1,2,1,0,0,1,0,0,0,0,1,0,0,3,2,0,2
3,0,1,2,1,0,0,1,0,0,0,1,0,2,1,3,2,1,7
3,0,1,2,1,0,0,1,0,1,0,1,0,2,1,2,2,1,3
3,0,1,2,1,0,0,1,0,0,0,1,1,2,1,3,4,1,3
3,0,1,2,1,0,0,1,0,0,0,1,1,0,1,3,2,1,6
3,0,1,2,1,0,0,1,0,1,0,0,0,0,0,2,2,0,6
3,0,1,2,1,0,0,1,0,0,0,1,1,2,1,3,3,0,5
3,0,1,2,1,0,3,1,1,0,0,1,1,0,0,2,3,0,3
3,0,1,2,1,0,0,1,0,0,0,1,0,2,1,3,2,1,6
3,0,1,2,1,2,0,1,1,0,0,2,1,1,0,2,3,0,4
3,0,1,2,1,0,0,0,0,0,0,0,1,0,0,3,2,1,6
3,0,1,2,1,0,0,1,0,1,0,2,0,2,1,2,3,0,4
3,0,1,2,1,0,0,1,0,1,0,1,0,2,1,3,2,0,3
3,0,1,2,1,1,0,1,0,0,0,1,0,2,1,3,0,0,4
3,0,1,2,1,3,0,1,0,0,0,0,0,3,0,4,5,1,3
3,0,1,2,1,0,0,1,0,0,0,1,1,0,0,3,0,0,3
3,0,1,2,1,1,0,1,0,0,0,2,0,2,1,4,4,1,7
3,0,1,2,1,1,0,1,1,1,0,0,1,2,1,4,2,0,4
3,0,1,2,1,1,0,1,0,1,0,3,0,2,1,3,2,0,6
3,0,1,2,1,0,3,0,0,0,0,2,1,2,1,3,3,0,4
3,0,1,2,1,0,0,1,0,0,0,2,1,2,1,3,2,0,3
3,0,1,2,1,0,0,1,0,1,0,0,0,3,0,4,2,0,2
3,0,1,2,1,0,0,1,0,1,0,0,0,1,0,4,3,1,4
3,0,1,2,1,0,0,1,0,1,0,1,0,0,0,3,0,1,3
3,0,1,2,1,0,0,1,1,1,0,1,1,1,0,3,2,1,4
3,0,1,2,1,0,0,1,1,0,0,0,1,1,1,3,2,0,4
3,0,1,2,1,0,0,1,0,1,0,2,0,2,1,3,3,0,3
3,0,1,2,1,0,0,1,0,1,0,3,0,3,0,3,2,0,2
3,0,1,2,1,0,0,1,0,0,0,2,0,3,1,3,3,0,2
3,0,0,0,1,3,0,1,0,0,0,3,1,3,0,4,2,0,4
3,0,0,0,1,0,0,1,0,0,0,0,1,3,0,3,0,1,6
3,0,0,0,1,0,0,1,0,1,0,1,0,2,1,2,2,1,5
3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3,3,1,4
3,0,0,0,1,0,0,0,0,1,0,0,0,3,0,3,0,0,4
3,0,0,0,1,0,0,1,0,1,0,1,0,3,1,2,2,0,4
3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3,2,1,4
3,0,0,0,1,0,0,1,0,1,0,0,0,3,0,4,2,1,3
3,0,0,0,1,0,0,1,0,0,0,0,0,3,0,3,0,1,5
3,0,0,0,1,1,0,1,0,0,0,1,1,3,0,3,0,0,4
3,0,0,0,1,1,0,1,0,0,0,1,1,3,0,4,0,1,4
3,0,0,0,1,3,0,1,0,1,0,0,1,3,0,4,0,1,4
3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,3,2,1,4
3,0,0,0,0,0,0,1,1,1,0,0,1,3,0,3,0,1,4
3,0,0,0,1,0,0,1,0,0,0,0,0,3,0,3,2,1,6
3,0,0,0,1,1,0,1,0,0,0,0,0,3,0,2,2,1,6
3,0,0,0,1,3,0,1,1,1,0,0,0,3,0,0,0,1,5
3,0,0,0,1,1,3,1,0,0,0,3,1,1,0,3,0,0,4
3,7,1,0,1,0,0,1,0,0,0,0,0,2,1,2,3,1,7
3,7,1,0,1,1,0,1,0,1,0,1,0,2,1,3,3,1,5
3,7,1,0,1,0,0,1,1,0,0,0,1,0,0,3,3,0,2
3,7,1,0,1,0,0,1,0,0,0,1,0,0,0,2,2,0,2
3,7,1,0,1,1,0,0,0,1,0,0,0,0,1,4,3,1,4
3,7,1,0,1,0,3,1,0,0,0,0,1,2,1,3,0,1,3
3,7,1,0,1,3,0,1,1,0,0,3,1,2,1,4,4,1,1
3,7,1,0,1,0,0,0,0,0,0,0,0,2,1,3,0,1,2
3,7,1,0,1,0,0,1,1,0,0,0,1,1,1,3,3,0,4
3,7,1,2,1,0,0,1,0,1,0,0,0,2,1,3,2,1,2
3,7,0,0,1,0,0,1,1,0,0,1,1,3,0,4,2,0,4
3,7,0,0,1,0,3,1,0,0,0,1,1,2,1,3,2,0,5
3,5,0,0,0,2,0,1,0,0,0,0,1,0,0,2,3,1,3
3,5,0,0,0,2,0,1,1,0,0,1,1,1,0,3,2,1,2
3,5,0,2,1,0,0,0,0,0,0,0,1,3,1,2,2,1,3
3,5,0,2,1,0,0,0,0,0,0,0,1,2,1,0,3,1,3
3,5,0,2,1,2,0,1,1,1,0,2,1,3,0,4,2,0,4
3,5,0,2,1,0,0,1,0,1,0,1,1,1,0,3,3,1,3
3,5,0,2,1,0,3,1,0,1,0,0,0,0,0,2,2,1,2
3,5,0,2,1,2,0,1,1,0,0,1,1,3,1,4,2,0,2
3,5,0,2,1,3,0,1,0,1,0,0,1,3,1,2,3,1,3
3,5,0,2,1,0,0,1,0,1,0,0,1,3,0,2,0,1,4
3,5,0,2,1,0,0,1,1,0,0,0,1,3,0,2,2,1,2
3,5,0,2,1,3,0,1,1,0,0,0,1,3,1,3,2,1,2
3,5,0,2,1,2,0,1,1,1,0,0,1,3,0,3,2,0,2
3,5,0,2,1,3,0,0,1,0,1,3,1,2,1,3,0,1,2
3,5,0,2,1,0,0,1,0,0,1,0,1,3,0,2,2,1,2
3,5,0,2,1,3,0,1,1,0,1,1,1,0,1,2,0,0,2
3,7,0,2,1,1,0,1,0,0,0,2,1,0,1,0,0,0,3
3,7,0,2,1,3,0,0,0,1,0,0,1,0,0,0,0,0,4
3,7,0,2,1,2,0,1,1,0,0,0,1,2,1,3,2,1,2
3,5,1,2,1,3,0,1,0,0,0,0,1,0,0,2,2,1,2
3,5,1,2,1,3,0,1,0,1,0,0,1,2,1,4,4,1,0
3,5,1,2,1,1,0,1,0,0,0,0,1,0,0,3,2,1,2
3,5,1,2,1,1,0,0,0,0,0,2,1,0,1,3,3,0,3
3,5,1,2,1,1,0,1,1,0,0,2,1,2,1,3,3,1,2
3,5,1,2,1,2,0,1,0,0,0,0,1,2,1,4,4,1,1
3,5,1,2,1,3,0,1,0,0,0,1,1,2,1,0,0,0,2
3,5,1,2,1,0,0,1,0,0,0,0,1,2,1,2,3,0,2
3,5,1,2,1,0,0,0,0,1,0,0,1,2,1,2,3,1,2
3,5,1,2,1,3,3,1,0,0,0,0,1,0,0,2,3,0,4
3,5,1,2,1,0,0,0,0,1,0,1,1,2,1,2,2,0,3
3,5,1,2,1,0,0,1,0,0,0,1,1,2,1,2,3,0,2
3,5,1,2,1,3,0,1,1,0,0,0,1,1,0,3,2,1,2
3,5,1,2,1,2,0,1,1,0,0,0,1,3,0,4,3,1,2
3,5,1,2,1,3,0,1,1,0,0,1,1,0,0,3,0,1,3
3,5,1,2,1,2,1,1,1,0,0,0,1,2,1,3,3,1,2
3,5,1,2,1,3,0,0,1,0,0,0,1,0,0,2,3,0,2
3,5,1,2,1,0,0,0,1,0,1,3,1,1,1,3,3,1,1
3,5,1,2,1,2,0,1,1,0,1,1,1,2,1,3,3,1,2
3,5,1,2,1,2,0,1,1,0,0,2,1,2,1,3,3,0,2
3,5,1,2,1,2,3,1,1,0,1,0,1,0,0,3,2,1,2
3,5,1,2,1,3,0,1,0,0,1,2,1,0,0,3,4,1,0
3,5,1,2,1,3,0,1,0,0,1,3,1,2,1,2,3,0,1
3,5,1,2,1,2,0,1,1,0,0,0,1,1,1,4,2,1,2
3,5,1,2,1,2,0,1,1,0,1,0,1,2,1,1,4,1,0
3,5,1,2,1,1,0,1,1,0,1,0,1,0,0,4,4,1,3
3,5,1,2,1,3,3,1,0,0,1,3,1,2,1,2,3,0,1
3,5,1,2,1,2,0,1,1,0,1,1,1,1,0,4,5,1,2
3,5,1,2,1,0,0,1,0,0,1,1,1,2,1,2,2,1,2
3,5,1,2,1,2,0,1,1,0,1,2,1,3,0,4,2,0,1
3,5,1,2,1,2,0,0,1,0,1,0,0,1,0,4,0,1,1
3,5,1,2,1,0,0,1,1,0,1,2,1,2,1,3,4,0,3
3,5,1,2,1,2,0,1,1,0,0,1,1,0,0,4,4,1,2
3,5,1,2,1,2,0,1,1,0,0,2,0,2,1,4,0,0,1
3,5,1,2,1,2,0,1,1,0,0,2,1,3,1,2,3,0,2
3,5,1,2,1,0,0,0,0,0,0,1,1,0,0,3,2,0,2
3,5,1,2,1,2,0,1,1,0,0,0,1,1,0,4,2,1,2
